400,Name400,0.400,21,4
401,Name401,0.401,21,4
402,Name402,0.402,21,4
403,Name403,0.403,21,4
404,Name404,0.404,21,4
405,Name405,0.405,21,4
406,Name406,0.406,21,4
407,Name407,0.407,21,4
408,Name408,0.408,21,4
409,Name409,0.409,21,4
410,Name410,0.410,21,4
411,Name411,0.411,21,4
412,Name412,0.412,21,4
413,Name413,0.413,21,4
414,Name414,0.414,21,4
415,Name415,0.415,21,4
416,Name416,0.416,21,4
417,Name417,0.417,21,4
418,Name418,0.418,21,4
419,Name419,0.419,21,4
420,Name420,0.420,21,4
421,Name421,0.421,21,4
422,Name422,0.422,21,4
423,Name423,0.423,21,4
424,Name424,0.424,21,4
425,Name425,0.425,21,4
426,Name426,0.426,21,4
427,Name427,0.427,21,4
428,Name428,0.428,21,4
429,Name429,0.429,21,4
430,Name430,0.430,21,4
431,Name431,0.431,21,4
432,Name432,0.432,21,4
433,Name433,0.433,21,4
434,Name434,0.434,21,4
435,Name435,0.435,21,4
436,Name436,0.436,21,4
437,Name437,0.437,21,4
438,Name438,0.438,21,4
439,Name439,0.439,21,4
440,Name440,0.440,21,4
441,Name441,0.441,21,4
442,Name442,0.442,21,4
443,Name443,0.443,21,4
444,Name444,0.444,21,4
445,Name445,0.445,21,4
446,Name446,0.446,21,4
447,Name447,0.447,21,4
448,Name448,0.448,21,4
449,Name449,0.449,21,4
450,Name450,0.450,21,4
451,Name451,0.451,21,4
452,Name452,0.452,21,4
453,Name453,0.453,21,4
454,Name454,0.454,21,4
455,Name455,0.455,21,4
456,Name456,0.456,21,4
457,Name457,0.457,21,4
458,Name458,0.458,21,4
459,Name459,0.459,21,4
460,Name460,0.460,21,4
461,Name461,0.461,21,4
462,Name462,0.462,21,4
463,Name463,0.463,21,4
464,Name464,0.464,21,4
465,Name465,0.465,21,4
466,Name466,0.466,21,4
467,Name467,0.467,21,4
468,Name468,0.468,21,4
469,Name469,0.469,21,4
470,Name470,0.470,21,4
471,Name471,0.471,21,4
472,Name472,0.472,21,4
473,Name473,0.473,21,4
474,Name474,0.474,21,4
475,Name475,0.475,21,4
476,Name476,0.476,21,4
477,Name477,0.477,21,4
478,Name478,0.478,21,4
479,Name479,0.479,21,4
480,Name480,0.480,21,4
481,Name481,0.481,21,4
482,Name482,0.482,21,4
483,Name483,0.483,21,4
484,Name484,0.484,21,4
485,Name485,0.485,21,4
486,Name486,0.486,21,4
487,Name487,0.487,21,4
488,Name488,0.488,21,4
489,Name489,0.489,21,4
490,Name490,0.490,21,4
491,Name491,0.491,21,4
492,Name492,0.492,21,4
493,Name493,0.493,21,4
494,Name494,0.494,21,4
495,Name495,0.495,21,4
496,Name496,0.496,21,4
497,Name497,0.497,21,4
498,Name498,0.498,21,4
499,Name499,0.499,21,4
500,Name500,0.500,21,4
501,Name501,0.501,21,4
502,Name502,0.502,21,4
503,Name503,0.503,21,4
504,Name504,0.504,21,4
505,Name505,0.505,21,4
506,Name506,0.506,21,4
507,Name507,0.507,21,4
508,Name508,0.508,21,4
509,Name509,0.509,21,4
510,Name510,0.510,21,4
511,Name511,0.511,21,4
512,Name512,0.512,21,4
513,Name513,0.513,21,4
514,Name514,0.514,21,4
515,Name515,0.515,21,4
516,Name516,0.516,21,4
517,Name517,0.517,21,4
518,Name518,0.518,21,4
519,Name519,0.519,21,4
520,Name520,0.520,21,4
521,Name521,0.521,21,4
522,Name522,0.522,21,4
523,Name523,0.523,21,4
524,Name524,0.524,21,4
525,Name525,0.525,21,4
526,Name526,0.526,21,4
527,Name527,0.527,21,4
528,Name528,0.528,21,4
529,Name529,0.529,21,4
530,Name530,0.530,21,4
531,Name531,0.531,21,4
532,Name532,0.532,21,4
533,Name533,0.533,21,4
534,Name534,0.534,21,4
535,Name535,0.535,21,4
536,Name536,0.536,21,4
537,Name537,0.537,21,4
538,Name538,0.538,21,4
539,Name539,0.539,21,4
540,Name540,0.540,21,4
541,Name541,0.541,21,4
542,Name542,0.542,21,4
543,Name543,0.543,21,4
544,Name544,0.544,21,4
545,Name545,0.545,21,4
546,Name546,0.546,21,4
547,Name547,0.547,21,4
548,Name548,0.548,21,4
549,Name549,0.549,21,4
550,Name550,0.550,21,4
551,Name551,0.551,21,4
552,Name552,0.552,21,4
553,Name553,0.553,21,4
554,Name554,0.554,21,4
555,Name555,0.555,21,4
556,Name556,0.556,21,4
557,Name557,0.557,21,4
558,Name558,0.558,21,4
559,Name559,0.559,21,4
560,Name560,0.560,21,4
561,Name561,0.561,21,4
562,Name562,0.562,21,4
563,Name563,0.563,21,4
564,Name564,0.564,21,4
565,Name565,0.565,21,4
566,Name566,0.566,21,4
567,Name567,0.567,21,4
568,Name568,0.568,21,4
569,Name569,0.569,21,4
570,Name570,0.570,21,4
571,Name571,0.571,21,4
572,Name572,0.572,21,4
573,Name573,0.573,21,4
574,Name574,0.574,21,4
575,Name575,0.575,21,4
576,Name576,0.576,21,4
577,Name577,0.577,21,4
578,Name578,0.578,21,4
579,Name579,0.579,21,4
580,Name580,0.580,21,4
581,Name581,0.581,21,4
582,Name582,0.582,21,4
583,Name583,0.583,21,4
584,Name584,0.584,21,4
585,Name585,0.585,21,4
586,Name586,0.586,21,4
587,Name587,0.587,21,4
588,Name588,0.588,21,4
589,Name589,0.589,21,4
590,Name590,0.590,21,4
591,Name591,0.591,21,4
592,Name592,0.592,21,4
593,Name593,0.593,21,4
594,Name594,0.594,21,4
595,Name595,0.595,21,4
596,Name596,0.596,21,4
597,Name597,0.597,21,4
598,Name598,0.598,21,4
599,Name599,0.599,21,4
