200,Name200,0.200,20,3
201,Name201,0.201,20,3
202,Name202,0.202,20,3
203,Name203,0.203,20,3
204,Name204,0.204,20,3
205,Name205,0.205,20,3
206,Name206,0.206,20,3
207,Name207,0.207,20,3
208,Name208,0.208,20,3
209,Name209,0.209,20,3
210,Name210,0.210,20,3
211,Name211,0.211,20,3
212,Name212,0.212,20,3
213,Name213,0.213,20,3
214,Name214,0.214,20,3
215,Name215,0.215,20,3
216,Name216,0.216,20,3
217,Name217,0.217,20,3
218,Name218,0.218,20,3
219,Name219,0.219,20,3
220,Name220,0.220,20,3
221,Name221,0.221,20,3
222,Name222,0.222,20,3
223,Name223,0.223,20,3
224,Name224,0.224,20,3
225,Name225,0.225,20,3
226,Name226,0.226,20,3
227,Name227,0.227,20,3
228,Name228,0.228,20,3
229,Name229,0.229,20,3
230,Name230,0.230,20,3
231,Name231,0.231,20,3
232,Name232,0.232,20,3
233,Name233,0.233,20,3
234,Name234,0.234,20,3
235,Name235,0.235,20,3
236,Name236,0.236,20,3
237,Name237,0.237,20,3
238,Name238,0.238,20,3
239,Name239,0.239,20,3
240,Name240,0.240,20,3
241,Name241,0.241,20,3
242,Name242,0.242,20,3
243,Name243,0.243,20,3
244,Name244,0.244,20,3
245,Name245,0.245,20,3
246,Name246,0.246,20,3
247,Name247,0.247,20,3
248,Name248,0.248,20,3
249,Name249,0.249,20,3
250,Name250,0.250,20,3
251,Name251,0.251,20,3
252,Name252,0.252,20,3
253,Name253,0.253,20,3
254,Name254,0.254,20,3
255,Name255,0.255,20,3
256,Name256,0.256,20,3
257,Name257,0.257,20,3
258,Name258,0.258,20,3
259,Name259,0.259,20,3
260,Name260,0.260,20,3
261,Name261,0.261,20,3
262,Name262,0.262,20,3
263,Name263,0.263,20,3
264,Name264,0.264,20,3
265,Name265,0.265,20,3
266,Name266,0.266,20,3
267,Name267,0.267,20,3
268,Name268,0.268,20,3
269,Name269,0.269,20,3
270,Name270,0.270,20,3
271,Name271,0.271,20,3
272,Name272,0.272,20,3
273,Name273,0.273,20,3
274,Name274,0.274,20,3
275,Name275,0.275,20,3
276,Name276,0.276,20,3
277,Name277,0.277,20,3
278,Name278,0.278,20,3
279,Name279,0.279,20,3
280,Name280,0.280,20,3
281,Name281,0.281,20,3
282,Name282,0.282,20,3
283,Name283,0.283,20,3
284,Name284,0.284,20,3
285,Name285,0.285,20,3
286,Name286,0.286,20,3
287,Name287,0.287,20,3
288,Name288,0.288,20,3
289,Name289,0.289,20,3
290,Name290,0.290,20,3
291,Name291,0.291,20,3
292,Name292,0.292,20,3
293,Name293,0.293,20,3
294,Name294,0.294,20,3
295,Name295,0.295,20,3
296,Name296,0.296,20,3
297,Name297,0.297,20,3
298,Name298,0.298,20,3
299,Name299,0.299,20,3
300,Name300,0.300,21,4
301,Name301,0.301,21,4
302,Name302,0.302,21,4
303,Name303,0.303,21,4
304,Name304,0.304,21,4
305,Name305,0.305,21,4
306,Name306,0.306,21,4
307,Name307,0.307,21,4
308,Name308,0.308,21,4
309,Name309,0.309,21,4
310,Name310,0.310,21,4
311,Name311,0.311,21,4
312,Name312,0.312,21,4
313,Name313,0.313,21,4
314,Name314,0.314,21,4
315,Name315,0.315,21,4
316,Name316,0.316,21,4
317,Name317,0.317,21,4
318,Name318,0.318,21,4
319,Name319,0.319,21,4
320,Name320,0.320,21,4
321,Name321,0.321,21,4
322,Name322,0.322,21,4
323,Name323,0.323,21,4
324,Name324,0.324,21,4
325,Name325,0.325,21,4
326,Name326,0.326,21,4
327,Name327,0.327,21,4
328,Name328,0.328,21,4
329,Name329,0.329,21,4
330,Name330,0.330,21,4
331,Name331,0.331,21,4
332,Name332,0.332,21,4
333,Name333,0.333,21,4
334,Name334,0.334,21,4
335,Name335,0.335,21,4
336,Name336,0.336,21,4
337,Name337,0.337,21,4
338,Name338,0.338,21,4
339,Name339,0.339,21,4
340,Name340,0.340,21,4
341,Name341,0.341,21,4
342,Name342,0.342,21,4
343,Name343,0.343,21,4
344,Name344,0.344,21,4
345,Name345,0.345,21,4
346,Name346,0.346,21,4
347,Name347,0.347,21,4
348,Name348,0.348,21,4
349,Name349,0.349,21,4
350,Name350,0.350,21,4
351,Name351,0.351,21,4
352,Name352,0.352,21,4
353,Name353,0.353,21,4
354,Name354,0.354,21,4
355,Name355,0.355,21,4
356,Name356,0.356,21,4
357,Name357,0.357,21,4
358,Name358,0.358,21,4
359,Name359,0.359,21,4
360,Name360,0.360,21,4
361,Name361,0.361,21,4
362,Name362,0.362,21,4
363,Name363,0.363,21,4
364,Name364,0.364,21,4
365,Name365,0.365,21,4
366,Name366,0.366,21,4
367,Name367,0.367,21,4
368,Name368,0.368,21,4
369,Name369,0.369,21,4
370,Name370,0.370,21,4
371,Name371,0.371,21,4
372,Name372,0.372,21,4
373,Name373,0.373,21,4
374,Name374,0.374,21,4
375,Name375,0.375,21,4
376,Name376,0.376,21,4
377,Name377,0.377,21,4
378,Name378,0.378,21,4
379,Name379,0.379,21,4
380,Name380,0.380,21,4
381,Name381,0.381,21,4
382,Name382,0.382,21,4
383,Name383,0.383,21,4
384,Name384,0.384,21,4
385,Name385,0.385,21,4
386,Name386,0.386,21,4
387,Name387,0.387,21,4
388,Name388,0.388,21,4
389,Name389,0.389,21,4
390,Name390,0.390,21,4
391,Name391,0.391,21,4
392,Name392,0.392,21,4
393,Name393,0.393,21,4
394,Name394,0.394,21,4
395,Name395,0.395,21,4
396,Name396,0.396,21,4
397,Name397,0.397,21,4
398,Name398,0.398,21,4
399,Name399,0.399,21,4
