600,Name600,0.600,21,3
601,Name601,0.601,21,3
602,Name602,0.602,21,3
603,Name603,0.603,21,3
604,Name604,0.604,21,3
605,Name605,0.605,21,3
606,Name606,0.606,21,3
607,Name607,0.607,21,3
608,Name608,0.608,21,3
609,Name609,0.609,21,3
610,Name610,0.610,21,3
611,Name611,0.611,21,3
612,Name612,0.612,21,3
613,Name613,0.613,21,3
614,Name614,0.614,21,3
615,Name615,0.615,21,3
616,Name616,0.616,21,3
617,Name617,0.617,21,3
618,Name618,0.618,21,3
619,Name619,0.619,21,3
620,Name620,0.620,21,3
621,Name621,0.621,21,3
622,Name622,0.622,21,3
623,Name623,0.623,21,3
624,Name624,0.624,21,3
625,Name625,0.625,21,3
626,Name626,0.626,21,3
627,Name627,0.627,21,3
628,Name628,0.628,21,3
629,Name629,0.629,21,3
630,Name630,0.630,21,3
631,Name631,0.631,21,3
632,Name632,0.632,21,3
633,Name633,0.633,21,3
634,Name634,0.634,21,3
635,Name635,0.635,21,3
636,Name636,0.636,21,3
637,Name637,0.637,21,3
638,Name638,0.638,21,3
639,Name639,0.639,21,3
640,Name640,0.640,21,3
641,Name641,0.641,21,3
642,Name642,0.642,21,3
643,Name643,0.643,21,3
644,Name644,0.644,21,3
645,Name645,0.645,21,3
646,Name646,0.646,21,3
647,Name647,0.647,21,3
648,Name648,0.648,21,3
649,Name649,0.649,21,3
650,Name650,0.650,21,3
651,Name651,0.651,21,3
652,Name652,0.652,21,3
653,Name653,0.653,21,3
654,Name654,0.654,21,3
655,Name655,0.655,21,3
656,Name656,0.656,21,3
657,Name657,0.657,21,3
658,Name658,0.658,21,3
659,Name659,0.659,21,3
660,Name660,0.660,21,3
661,Name661,0.661,21,3
662,Name662,0.662,21,3
663,Name663,0.663,21,3
664,Name664,0.664,21,3
665,Name665,0.665,21,3
666,Name666,0.666,21,3
667,Name667,0.667,21,3
668,Name668,0.668,21,3
669,Name669,0.669,21,3
670,Name670,0.670,21,3
671,Name671,0.671,21,3
672,Name672,0.672,21,3
673,Name673,0.673,21,3
674,Name674,0.674,21,3
675,Name675,0.675,21,3
676,Name676,0.676,21,3
677,Name677,0.677,21,3
678,Name678,0.678,21,3
679,Name679,0.679,21,3
680,Name680,0.680,21,3
681,Name681,0.681,21,3
682,Name682,0.682,21,3
683,Name683,0.683,21,3
684,Name684,0.684,21,3
685,Name685,0.685,21,3
686,Name686,0.686,21,3
687,Name687,0.687,21,3
688,Name688,0.688,21,3
689,Name689,0.689,21,3
690,Name690,0.690,21,3
691,Name691,0.691,21,3
692,Name692,0.692,21,3
693,Name693,0.693,21,3
694,Name694,0.694,21,3
695,Name695,0.695,21,3
696,Name696,0.696,21,3
697,Name697,0.697,21,3
698,Name698,0.698,21,3
699,Name699,0.699,21,3
700,Name700,0.700,21,3
701,Name701,0.701,21,3
702,Name702,0.702,21,3
703,Name703,0.703,21,3
704,Name704,0.704,21,3
705,Name705,0.705,21,3
706,Name706,0.706,21,3
707,Name707,0.707,21,3
708,Name708,0.708,21,3
709,Name709,0.709,21,3
710,Name710,0.710,21,3
711,Name711,0.711,21,3
712,Name712,0.712,21,3
713,Name713,0.713,21,3
714,Name714,0.714,21,3
715,Name715,0.715,21,3
716,Name716,0.716,21,3
717,Name717,0.717,21,3
718,Name718,0.718,21,3
719,Name719,0.719,21,3
720,Name720,0.720,21,3
721,Name721,0.721,21,3
722,Name722,0.722,21,3
723,Name723,0.723,21,3
724,Name724,0.724,21,3
725,Name725,0.725,21,3
726,Name726,0.726,21,3
727,Name727,0.727,21,3
728,Name728,0.728,21,3
729,Name729,0.729,21,3
730,Name730,0.730,21,3
731,Name731,0.731,21,3
732,Name732,0.732,21,3
733,Name733,0.733,21,3
734,Name734,0.734,21,3
735,Name735,0.735,21,3
736,Name736,0.736,21,3
737,Name737,0.737,21,3
738,Name738,0.738,21,3
739,Name739,0.739,21,3
740,Name740,0.740,21,3
741,Name741,0.741,21,3
742,Name742,0.742,21,3
743,Name743,0.743,21,3
744,Name744,0.744,21,3
745,Name745,0.745,21,3
746,Name746,0.746,21,3
747,Name747,0.747,21,3
748,Name748,0.748,21,3
749,Name749,0.749,21,3
750,Name750,0.750,21,3
751,Name751,0.751,21,3
752,Name752,0.752,21,3
753,Name753,0.753,21,3
754,Name754,0.754,21,3
755,Name755,0.755,21,3
756,Name756,0.756,21,3
757,Name757,0.757,21,3
758,Name758,0.758,21,3
759,Name759,0.759,21,3
760,Name760,0.760,21,3
761,Name761,0.761,21,3
762,Name762,0.762,21,3
763,Name763,0.763,21,3
764,Name764,0.764,21,3
765,Name765,0.765,21,3
766,Name766,0.766,21,3
767,Name767,0.767,21,3
768,Name768,0.768,21,3
769,Name769,0.769,21,3
770,Name770,0.770,21,3
771,Name771,0.771,21,3
772,Name772,0.772,21,3
773,Name773,0.773,21,3
774,Name774,0.774,21,3
775,Name775,0.775,21,3
776,Name776,0.776,21,3
777,Name777,0.777,21,3
778,Name778,0.778,21,3
779,Name779,0.779,21,3
780,Name780,0.780,21,3
781,Name781,0.781,21,3
782,Name782,0.782,21,3
783,Name783,0.783,21,3
784,Name784,0.784,21,3
785,Name785,0.785,21,3
786,Name786,0.786,21,3
787,Name787,0.787,21,3
788,Name788,0.788,21,3
789,Name789,0.789,21,3
790,Name790,0.790,21,3
791,Name791,0.791,21,3
792,Name792,0.792,21,3
793,Name793,0.793,21,3
794,Name794,0.794,21,3
795,Name795,0.795,21,3
796,Name796,0.796,21,3
797,Name797,0.797,21,3
798,Name798,0.798,21,3
799,Name799,0.799,21,3
