0,Name0,0.0,20,3
1,Name1,0.1,20,3
2,Name2,0.2,20,3
3,Name3,0.3,20,3
4,Name4,0.4,20,3
5,Name5,0.5,20,3
6,Name6,0.6,20,3
7,Name7,0.7,20,3
8,Name8,0.8,20,3
9,Name9,0.9,20,3
10,Name10,0.10,20,3
11,Name11,0.11,20,3
12,Name12,0.12,20,3
13,Name13,0.13,20,3
14,Name14,0.14,20,3
15,Name15,0.15,20,3
16,Name16,0.16,20,3
17,Name17,0.17,20,3
18,Name18,0.18,20,3
19,Name19,0.19,20,3
20,Name20,0.20,20,3
21,Name21,0.21,20,3
22,Name22,0.22,20,3
23,Name23,0.23,20,3
24,Name24,0.24,20,3
25,Name25,0.25,20,3
26,Name26,0.26,20,3
27,Name27,0.27,20,3
28,Name28,0.28,20,3
29,Name29,0.29,20,3
30,Name30,0.30,20,3
31,Name31,0.31,20,3
32,Name32,0.32,20,3
33,Name33,0.33,20,3
34,Name34,0.34,20,3
35,Name35,0.35,20,3
36,Name36,0.36,20,3
37,Name37,0.37,20,3
38,Name38,0.38,20,3
39,Name39,0.39,20,3
40,Name40,0.40,20,3
41,Name41,0.41,20,3
42,Name42,0.42,20,3
43,Name43,0.43,20,3
44,Name44,0.44,20,3
45,Name45,0.45,20,3
46,Name46,0.46,20,3
47,Name47,0.47,20,3
48,Name48,0.48,20,3
49,Name49,0.49,20,3
50,Name50,0.50,20,3
51,Name51,0.51,20,3
52,Name52,0.52,20,3
53,Name53,0.53,20,3
54,Name54,0.54,20,3
55,Name55,0.55,20,3
56,Name56,0.56,20,3
57,Name57,0.57,20,3
58,Name58,0.58,20,3
59,Name59,0.59,20,3
60,Name60,0.60,20,3
61,Name61,0.61,20,3
62,Name62,0.62,20,3
63,Name63,0.63,20,3
64,Name64,0.64,20,3
65,Name65,0.65,20,3
66,Name66,0.66,20,3
67,Name67,0.67,20,3
68,Name68,0.68,20,3
69,Name69,0.69,20,3
70,Name70,0.70,20,3
71,Name71,0.71,20,3
72,Name72,0.72,20,3
73,Name73,0.73,20,3
74,Name74,0.74,20,3
75,Name75,0.75,20,3
76,Name76,0.76,20,3
77,Name77,0.77,20,3
78,Name78,0.78,20,3
79,Name79,0.79,20,3
80,Name80,0.80,20,3
81,Name81,0.81,20,3
82,Name82,0.82,20,3
83,Name83,0.83,20,3
84,Name84,0.84,20,3
85,Name85,0.85,20,3
86,Name86,0.86,20,3
87,Name87,0.87,20,3
88,Name88,0.88,20,3
89,Name89,0.89,20,3
90,Name90,0.90,20,3
91,Name91,0.91,20,3
92,Name92,0.92,20,3
93,Name93,0.93,20,3
94,Name94,0.94,20,3
95,Name95,0.95,20,3
96,Name96,0.96,20,3
97,Name97,0.97,20,3
98,Name98,0.98,20,3
99,Name99,0.99,20,3
100,Name100,0.100,20,3
101,Name101,0.101,20,3
102,Name102,0.102,20,3
103,Name103,0.103,20,3
104,Name104,0.104,20,3
105,Name105,0.105,20,3
106,Name106,0.106,20,3
107,Name107,0.107,20,3
108,Name108,0.108,20,3
109,Name109,0.109,20,3
110,Name110,0.110,20,3
111,Name111,0.111,20,3
112,Name112,0.112,20,3
113,Name113,0.113,20,3
114,Name114,0.114,20,3
115,Name115,0.115,20,3
116,Name116,0.116,20,3
117,Name117,0.117,20,3
118,Name118,0.118,20,3
119,Name119,0.119,20,3
120,Name120,0.120,20,3
121,Name121,0.121,20,3
122,Name122,0.122,20,3
123,Name123,0.123,20,3
124,Name124,0.124,20,3
125,Name125,0.125,20,3
126,Name126,0.126,20,3
127,Name127,0.127,20,3
128,Name128,0.128,20,3
129,Name129,0.129,20,3
130,Name130,0.130,20,3
131,Name131,0.131,20,3
132,Name132,0.132,20,3
133,Name133,0.133,20,3
134,Name134,0.134,20,3
135,Name135,0.135,20,3
136,Name136,0.136,20,3
137,Name137,0.137,20,3
138,Name138,0.138,20,3
139,Name139,0.139,20,3
140,Name140,0.140,20,3
141,Name141,0.141,20,3
142,Name142,0.142,20,3
143,Name143,0.143,20,3
144,Name144,0.144,20,3
145,Name145,0.145,20,3
146,Name146,0.146,20,3
147,Name147,0.147,20,3
148,Name148,0.148,20,3
149,Name149,0.149,20,3
150,Name150,0.150,20,3
151,Name151,0.151,20,3
152,Name152,0.152,20,3
153,Name153,0.153,20,3
154,Name154,0.154,20,3
155,Name155,0.155,20,3
156,Name156,0.156,20,3
157,Name157,0.157,20,3
158,Name158,0.158,20,3
159,Name159,0.159,20,3
160,Name160,0.160,20,3
161,Name161,0.161,20,3
162,Name162,0.162,20,3
163,Name163,0.163,20,3
164,Name164,0.164,20,3
165,Name165,0.165,20,3
166,Name166,0.166,20,3
167,Name167,0.167,20,3
168,Name168,0.168,20,3
169,Name169,0.169,20,3
170,Name170,0.170,20,3
171,Name171,0.171,20,3
172,Name172,0.172,20,3
173,Name173,0.173,20,3
174,Name174,0.174,20,3
175,Name175,0.175,20,3
176,Name176,0.176,20,3
177,Name177,0.177,20,3
178,Name178,0.178,20,3
179,Name179,0.179,20,3
180,Name180,0.180,20,3
181,Name181,0.181,20,3
182,Name182,0.182,20,3
183,Name183,0.183,20,3
184,Name184,0.184,20,3
185,Name185,0.185,20,3
186,Name186,0.186,20,3
187,Name187,0.187,20,3
188,Name188,0.188,20,3
189,Name189,0.189,20,3
190,Name190,0.190,20,3
191,Name191,0.191,20,3
192,Name192,0.192,20,3
193,Name193,0.193,20,3
194,Name194,0.194,20,3
195,Name195,0.195,20,3
196,Name196,0.196,20,3
197,Name197,0.197,20,3
198,Name198,0.198,20,3
199,Name199,0.199,20,3
